BENC	FRAF	FRAM	FRAT	GABF	GABM	GABN	GERC	IRAA	ITAC	LEBE	MALB	MORC	MORT	NIGN	SEND	SENK	SENS	SPAC	TUNB	USAF	OUTGROUP
8,24	10,22	3,13	0,32	0,24	0,32	0,12	2,20	9,7	1,29	10,10	8,34	0,12	0,36	0,30	2,36	0,42	1,37	5,11	1,29	2,6	0,16
0,32	7,25	5,11	0,32	0,24	0,32	1,11	1,21	11,5	0,30	3,17	7,35	0,12	0,36	0,30	1,37	2,40	1,37	0,16	8,22	0,8	16,0
17,15	13,19	10,6	29,3	14,10	22,10	3,9	13,9	0,16	24,6	0,20	17,25	4,8	0,36	0,30	31,7	10,32	28,10	11,5	18,12	4,4	0,16
9,23	15,17	13,3	6,26	16,8	19,13	3,9	1,21	1,15	19,11	2,18	4,38	2,10	0,36	0,30	10,28	0,42	12,26	12,4	10,20	3,5	0,16
1,31	5,27	2,14	8,24	6,18	3,29	4,8	5,17	11,5	0,30	9,11	6,36	0,12	0,36	0,30	4,34	0,42	1,37	0,16	1,29	0,8	16,0
28,4	31,1	16,0	24,8	24,0	18,14	12,0	19,3	16,0	30,0	20,0	16,26	11,1	34,2	30,0	32,6	23,19	20,18	16,0	21,9	2,6	16,0
1,31	11,21	1,15	16,16	0,24	0,32	3,9	1,21	15,1	6,24	8,12	14,28	6,6	0,36	0,30	8,30	14,28	10,28	0,16	15,15	1,7	16,0
14,18	21,11	10,6	11,21	6,18	8,24	1,11	4,18	16,0	19,11	18,2	11,31	5,7	18,18	13,17	5,33	11,31	19,19	3,13	13,17	1,7	16,0
15,17	20,12	13,3	21,11	14,10	10,22	3,9	5,17	14,2	24,6	20,0	24,18	12,0	36,0	17,13	25,13	22,20	27,11	16,0	24,6	8,0	16,0
13,19	0,32	0,16	32,0	6,18	13,19	4,8	8,14	0,16	10,20	0,20	5,37	11,1	30,6	0,30	2,36	22,20	1,37	0,16	4,26	5,3	0,16
6,26	0,32	0,16	5,27	0,24	2,30	0,12	2,20	0,16	0,30	1,19	7,35	10,2	15,21	0,30	5,33	4,38	13,25	0,16	5,25	1,7	0,16
9,23	9,23	0,16	8,24	6,18	6,26	2,10	0,22	1,15	0,30	8,12	11,31	0,12	0,36	0,30	4,34	2,40	8,30	8,8	8,22	0,8	16,0
3,29	6,26	0,16	15,17	1,23	0,32	1,11	1,21	0,16	0,30	9,11	5,37	0,12	0,36	0,30	0,38	1,41	6,32	7,9	4,26	0,8	0,16
4,28	5,27	4,12	23,9	0,24	0,32	1,11	0,22	3,13	0,30	7,13	3,39	6,6	15,21	0,30	0,38	13,29	11,27	0,16	14,16	0,8	1,15
22,10	27,5	5,11	29,3	23,1	27,5	4,8	12,10	10,6	30,0	20,0	40,2	4,8	6,30	16,14	34,4	41,1	32,6	12,4	19,11	2,6	16,0
20,12	13,19	7,9	19,13	24,0	23,9	12,0	22,0	7,9	21,9	9,11	25,17	9,3	30,6	17,13	38,0	19,23	16,22	3,13	25,5	5,3	0,16
17,15	0,32	0,16	0,32	0,24	7,25	2,10	0,22	7,9	0,30	0,20	2,40	1,11	1,35	20,10	0,38	0,42	0,38	0,16	0,30	0,8	3,13
15,17	8,24	3,13	16,16	20,4	8,24	8,4	8,14	7,9	1,29	13,7	20,22	4,8	14,22	0,30	10,28	23,19	13,25	11,5	12,18	2,6	2,14
30,2	2,30	4,12	14,18	13,11	14,18	1,11	10,12	10,6	3,27	12,8	14,28	3,9	12,24	12,18	11,27	22,20	12,26	8,8	15,15	1,7	16,0
27,5	4,28	3,13	8,24	14,10	24,8	2,10	13,9	10,6	14,16	13,7	18,24	7,5	25,11	30,0	15,23	22,20	18,20	2,14	6,24	8,0	16,0
4,28	8,24	4,12	10,22	1,23	3,29	4,8	6,16	7,9	10,20	4,16	6,36	0,12	2,34	8,22	0,38	4,38	8,30	5,11	12,18	2,6	2,14
21,11	32,0	15,1	21,11	24,0	20,12	10,2	11,11	11,5	24,6	18,2	29,13	8,4	36,0	30,0	24,14	12,30	30,8	14,2	21,9	5,3	16,0
9,23	6,26	5,11	12,20	9,15	5,27	9,3	8,14	3,13	17,13	5,15	17,25	2,10	0,36	12,18	4,34	8,34	13,25	0,16	17,13	2,6	0,16
6,26	9,23	2,14	12,20	2,22	3,29	3,9	11,11	12,4	19,11	12,8	15,27	7,5	3,33	30,0	4,34	6,36	12,26	0,16	15,15	0,8	0,16
21,11	13,19	3,13	18,14	15,9	14,18	8,4	17,5	5,11	15,15	19,1	20,22	11,1	36,0	13,17	24,14	9,33	26,12	16,0	8,22	1,7	16,0
1,31	9,23	5,11	0,32	0,24	17,15	1,11	0,22	1,15	0,30	0,20	0,42	1,11	0,36	0,30	3,35	6,36	5,33	2,14	5,25	0,8	0,16
11,21	6,26	13,3	0,32	3,21	11,21	0,12	3,19	0,16	25,5	0,20	11,31	1,11	6,30	12,18	9,29	6,36	5,33	0,16	15,15	0,8	0,16
17,15	26,6	13,3	5,27	5,19	26,6	0,12	3,19	5,11	24,6	1,19	12,30	6,6	36,0	29,1	26,12	16,26	25,13	6,10	2,28	3,5	16,0
6,26	15,17	4,12	5,27	10,14	0,32	1,11	3,19	12,4	28,2	4,16	17,25	1,11	2,34	29,1	17,21	11,31	12,26	0,16	15,15	2,6	0,16
4,28	1,31	0,16	0,32	0,24	3,29	2,10	0,22	5,11	1,29	8,12	8,34	0,12	0,36	0,30	3,35	6,36	4,34	0,16	4,26	0,8	1,15
0,32	0,32	4,12	0,32	0,24	0,32	0,12	0,22	1,15	0,30	1,19	5,37	0,12	0,36	0,30	10,28	4,38	6,32	0,16	0,30	0,8	0,16
9,23	12,20	3,13	3,29	10,14	7,25	7,5	13,9	5,11	0,30	14,6	4,38	9,3	29,7	0,30	0,38	9,33	10,28	0,16	3,27	0,8	0,16
0,32	7,25	0,16	0,32	3,21	8,24	1,11	9,13	4,12	0,30	10,10	1,41	7,5	24,12	0,30	7,31	7,35	15,23	1,15	9,21	2,6	0,16
1,31	1,31	0,16	0,32	0,24	0,32	0,12	0,22	8,8	1,29	0,20	3,39	0,12	0,36	0,30	0,38	0,42	0,38	0,16	2,28	0,8	16,0
1,31	4,28	0,16	0,32	0,24	0,32	0,12	0,22	6,10	1,29	0,20	0,42	3,9	0,36	0,30	0,38	0,42	0,38	0,16	7,23	0,8	16,0
19,13	17,15	5,11	6,26	7,17	31,1	11,1	9,13	12,4	7,23	14,6	10,32	3,9	13,23	0,30	0,38	5,37	6,32	0,16	9,21	0,8	0,16
18,14	22,10	2,14	31,1	9,15	5,27	8,4	3,19	10,6	3,27	15,5	23,19	6,6	18,18	16,14	11,27	16,26	16,22	16,0	12,18	2,6	16,0
8,24	9,23	3,13	8,24	3,21	7,25	1,11	7,15	6,10	7,23	6,14	10,32	2,10	9,27	7,23	13,25	10,32	7,31	5,11	9,21	0,8	0,16
32,0	32,0	16,0	32,0	24,0	28,4	10,2	16,6	16,0	27,3	20,0	35,7	10,2	36,0	30,0	29,9	35,7	24,14	16,0	27,3	8,0	16,0
2,30	1,31	0,16	1,31	3,21	0,32	4,8	4,18	3,13	0,30	3,17	0,42	0,12	1,35	0,30	13,25	3,39	3,35	0,16	1,29	1,7	0,16
8,24	4,28	1,15	0,32	9,15	1,31	4,8	4,18	0,16	1,29	4,16	1,41	3,9	18,18	0,30	0,38	1,41	0,38	0,16	8,22	1,7	16,0
7,25	9,23	0,16	1,31	5,19	27,5	3,9	0,22	3,13	10,20	6,14	1,41	1,11	0,36	0,30	1,37	0,42	0,38	1,15	2,28	1,7	16,0
1,31	6,26	14,2	0,32	0,24	3,29	2,10	11,11	0,16	11,19	1,19	3,39	0,12	0,36	12,18	2,36	3,39	10,28	7,9	20,10	1,7	0,16
0,32	8,24	2,14	0,32	6,18	17,15	4,8	0,22	4,12	0,30	10,10	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	0,16
5,27	3,29	2,14	0,32	4,20	20,12	3,9	2,20	15,1	1,29	14,6	8,34	1,11	8,28	12,18	0,38	0,42	7,31	0,16	10,20	0,8	16,0
23,9	15,17	7,9	3,29	4,20	10,22	2,10	11,11	8,8	15,15	14,6	22,20	11,1	26,10	12,18	28,10	34,8	27,11	16,0	26,4	3,5	16,0
1,31	1,31	2,14	0,32	0,24	1,31	0,12	0,22	0,16	0,30	2,18	3,39	5,7	14,22	11,19	4,34	0,42	0,38	0,16	0,30	1,7	0,16
29,3	19,13	15,1	29,3	23,1	31,1	11,1	17,5	1,15	29,1	6,14	38,4	10,2	17,19	30,0	19,19	13,29	19,19	12,4	24,6	5,3	0,16
30,2	30,2	15,1	32,0	24,0	30,2	11,1	18,4	15,1	30,0	12,8	41,1	12,0	17,19	30,0	28,10	21,21	19,19	16,0	26,4	8,0	16,0
14,18	4,28	5,11	8,24	8,16	7,25	7,5	12,10	0,16	28,2	8,12	8,34	12,0	28,8	30,0	18,20	3,39	9,29	16,0	23,7	6,2	16,0
7,25	0,32	2,14	8,24	1,23	17,15	3,9	5,17	0,16	0,30	3,17	3,39	0,12	0,36	0,30	8,30	12,30	21,17	0,16	0,30	3,5	0,16
5,27	9,23	4,12	11,21	9,15	8,24	6,6	8,14	14,2	29,1	14,6	8,34	8,4	35,1	30,0	26,12	23,19	10,28	16,0	21,9	3,5	16,0
20,12	25,7	11,5	25,7	24,0	24,8	9,3	11,11	16,0	30,0	17,3	42,0	12,0	36,0	30,0	37,1	42,0	37,1	14,2	21,9	8,0	16,0
2,30	0,32	1,15	4,28	1,23	3,29	1,11	15,7	2,14	0,30	0,20	2,40	0,12	0,36	0,30	9,29	8,34	10,28	0,16	1,29	2,6	0,16
7,25	12,20	7,9	26,6	23,1	15,17	6,6	12,10	0,16	10,20	0,20	31,11	7,5	0,36	30,0	24,14	16,26	27,11	16,0	17,13	4,4	0,16
1,31	1,31	2,14	1,31	6,18	2,30	2,10	1,21	3,13	2,28	0,20	3,39	1,11	12,24	1,29	1,37	1,41	1,37	0,16	1,29	2,6	10,6
11,21	17,15	10,6	27,5	24,0	19,13	9,3	9,13	2,14	14,16	0,20	4,38	0,12	0,36	0,30	27,11	7,35	16,22	15,1	13,17	1,7	16,0
0,32	1,31	0,16	0,32	0,24	0,32	1,11	0,22	4,12	7,23	2,18	0,42	4,8	2,34	0,30	3,35	15,27	0,38	0,16	0,30	2,6	0,16
4,28	6,26	4,12	3,29	0,24	6,26	0,12	0,22	10,6	3,27	11,9	3,39	0,12	0,36	0,30	7,31	6,36	6,32	0,16	1,29	0,8	0,16
27,5	9,23	3,13	2,30	24,0	28,4	9,3	4,18	16,0	11,19	19,1	35,7	11,1	36,0	30,0	9,29	20,22	14,24	15,1	16,14	8,0	16,0
17,15	4,28	5,11	1,31	21,3	23,9	3,9	5,17	15,1	11,19	8,12	32,10	0,12	26,10	0,30	6,32	9,33	15,23	2,14	8,22	5,3	16,0
0,32	1,31	4,12	0,32	0,24	19,13	1,11	1,21	3,13	2,28	2,18	1,41	6,6	25,11	1,29	1,37	17,25	1,37	9,7	8,22	2,6	0,16
0,32	8,24	0,16	0,32	15,9	1,31	1,11	0,22	0,16	0,30	3,17	0,42	0,12	14,22	30,0	0,38	1,41	0,38	7,9	0,30	4,4	0,16
0,32	0,32	0,16	0,32	1,23	0,32	0,12	0,22	8,8	3,27	4,16	1,41	0,12	0,36	1,29	3,35	1,41	0,38	0,16	2,28	0,8	16,0
3,29	15,17	5,11	3,29	0,24	3,29	1,11	1,21	5,11	6,24	20,0	26,16	10,2	33,3	0,30	14,24	6,36	18,20	5,11	27,3	3,5	16,0
8,24	2,30	0,16	0,32	6,18	0,32	3,9	0,22	0,16	0,30	0,20	0,42	8,4	9,27	0,30	0,38	0,42	0,38	0,16	3,27	0,8	16,0
10,22	10,22	5,11	11,21	0,24	3,29	1,11	4,18	5,11	3,27	8,12	9,33	5,7	10,26	0,30	4,34	2,40	2,36	8,8	15,15	0,8	16,0
0,32	10,22	10,6	20,12	0,24	4,28	3,9	11,11	1,15	0,30	0,20	5,37	7,5	28,8	0,30	1,37	0,42	0,38	7,9	9,21	1,7	0,16
3,29	6,26	9,7	0,32	0,24	0,32	0,12	6,16	1,15	0,30	0,20	8,34	1,11	0,36	0,30	5,33	0,42	4,34	0,16	1,29	0,8	0,16
2,30	7,25	0,16	0,32	20,4	23,9	5,7	0,22	1,15	2,28	0,20	7,35	1,11	12,24	0,30	0,38	4,38	0,38	0,16	0,30	0,8	0,16
7,25	12,20	2,14	14,18	0,24	3,29	3,9	10,12	2,14	27,3	6,14	0,42	0,12	0,36	0,30	4,34	3,39	13,25	0,16	12,18	1,7	0,16
0,32	10,22	0,16	0,32	3,21	2,30	8,4	2,20	1,15	1,29	0,20	3,39	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	2,6	0,16
5,27	14,18	3,13	0,32	0,24	1,31	8,4	5,17	7,9	4,26	2,18	12,30	1,11	0,36	0,30	6,32	22,20	6,32	0,16	5,25	3,5	1,15
2,30	11,21	1,15	1,31	0,24	1,31	5,7	5,17	2,14	1,29	0,20	6,36	2,10	0,36	0,30	2,36	2,40	3,35	0,16	8,22	1,7	13,3
6,26	0,32	1,15	0,32	4,20	3,29	1,11	0,22	1,15	2,28	9,11	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	2,28	0,8	0,16
15,17	23,9	6,10	5,27	24,0	32,0	9,3	4,18	16,0	20,10	13,7	36,6	1,11	3,33	0,30	15,23	38,4	24,14	3,13	24,6	3,5	16,0
25,7	18,14	6,10	32,0	1,23	2,30	8,4	16,6	2,14	30,0	12,8	31,11	3,9	0,36	30,0	28,10	14,28	20,18	0,16	23,7	4,4	16,0
2,30	9,23	6,10	0,32	6,18	4,28	1,11	2,20	0,16	0,30	1,19	0,42	1,11	0,36	0,30	0,38	1,41	3,35	0,16	0,30	0,8	0,16
8,24	0,32	0,16	0,32	13,11	2,30	0,12	0,22	0,16	1,29	0,20	6,36	0,12	4,32	0,30	4,34	3,39	0,38	0,16	1,29	0,8	0,16
3,29	5,27	0,16	0,32	0,24	11,21	0,12	5,17	7,9	3,27	5,15	8,34	0,12	0,36	0,30	5,33	9,33	0,38	0,16	0,30	0,8	0,16
15,17	8,24	10,6	11,21	14,10	4,28	6,6	0,22	8,8	24,6	7,13	9,33	8,4	33,3	10,20	19,19	11,31	9,29	0,16	8,22	1,7	0,16
0,32	4,28	0,16	0,32	0,24	0,32	0,12	0,22	8,8	0,30	10,10	10,32	0,12	0,36	0,30	5,33	1,41	0,38	0,16	1,29	2,6	0,16
8,24	5,27	13,3	19,13	22,2	23,9	8,4	8,14	2,14	27,3	0,20	19,23	9,3	35,1	16,14	23,15	12,30	15,23	15,1	7,23	3,5	16,0
12,20	8,24	13,3	3,29	3,21	4,28	4,8	1,21	1,15	22,8	0,20	5,37	8,4	20,16	13,17	11,27	27,15	6,32	0,16	2,28	0,8	0,16
13,19	1,31	0,16	0,32	0,24	0,32	1,11	0,22	4,12	1,29	2,18	1,41	0,12	0,36	0,30	3,35	0,42	1,37	0,16	0,30	0,8	16,0
0,32	11,21	10,6	27,5	0,24	0,32	0,12	1,21	3,13	0,30	9,11	11,31	1,11	13,23	0,30	13,25	14,28	0,38	0,16	0,30	0,8	4,12
16,16	27,5	16,0	23,9	5,19	11,21	8,4	12,10	16,0	20,10	16,4	34,8	11,1	36,0	30,0	35,3	30,12	33,5	0,16	25,5	5,3	16,0
0,32	8,24	0,16	0,32	0,24	0,32	0,12	6,16	10,6	2,28	1,19	0,42	8,4	14,22	16,14	1,37	2,40	19,19	0,16	11,19	3,5	0,16
0,32	0,32	0,16	1,31	0,24	0,32	0,12	2,20	0,16	1,29	0,20	0,42	0,12	0,36	0,30	13,25	0,42	6,32	13,3	0,30	1,7	0,16
0,32	7,25	4,12	6,26	0,24	0,32	0,12	0,22	0,16	0,30	0,20	3,39	0,12	0,36	0,30	16,22	1,41	8,30	0,16	0,30	0,8	0,16
19,13	8,24	0,16	24,8	20,4	21,11	11,1	0,22	5,11	0,30	8,12	17,25	2,10	27,9	13,17	3,35	8,34	2,36	14,2	7,23	1,7	16,0
2,30	6,26	0,16	0,32	0,24	1,31	0,12	3,19	0,16	0,30	2,18	2,40	5,7	8,28	0,30	0,38	0,42	1,37	0,16	12,18	1,7	0,16
29,3	20,12	11,5	8,24	23,1	10,22	11,1	4,18	1,15	22,8	17,3	31,11	11,1	36,0	30,0	25,13	39,3	14,24	5,11	9,21	7,1	8,8
8,24	22,10	11,5	15,17	24,0	22,10	12,0	0,22	9,7	23,7	10,10	33,9	4,8	6,30	0,30	16,22	28,14	12,26	16,0	12,18	3,5	16,0
4,28	3,29	0,16	0,32	0,24	7,25	1,11	0,22	3,13	1,29	13,7	3,39	0,12	0,36	0,30	0,38	4,38	0,38	10,6	1,29	1,7	16,0
0,32	4,28	0,16	0,32	0,24	0,32	0,12	1,21	5,11	6,24	6,14	0,42	0,12	0,36	0,30	8,30	1,41	6,32	5,11	3,27	0,8	0,16
10,22	4,28	7,9	1,31	24,0	13,19	12,0	13,9	10,6	8,22	3,17	10,32	0,12	0,36	0,30	26,12	8,34	20,18	0,16	8,22	1,7	0,16
21,11	12,20	4,12	0,32	19,5	11,21	5,7	1,21	0,16	0,30	10,10	26,16	7,5	13,23	26,4	13,25	29,13	23,15	6,10	4,26	0,8	0,16
5,27	3,29	9,7	7,25	0,24	1,31	0,12	0,22	3,13	0,30	0,20	1,41	4,8	1,35	0,30	3,35	10,32	7,31	4,12	15,15	0,8	0,16
5,27	17,15	2,14	20,12	24,0	26,6	11,1	15,7	2,14	4,26	10,10	24,18	9,3	36,0	17,13	22,16	9,33	13,25	16,0	26,4	3,5	0,16
4,28	6,26	1,15	0,32	0,24	0,32	1,11	0,22	4,12	0,30	6,14	2,40	3,9	11,25	0,30	0,38	0,42	2,36	0,16	5,25	0,8	16,0
27,5	9,23	1,15	6,26	1,23	27,5	6,6	15,7	8,8	4,26	3,17	19,23	6,6	11,25	30,0	27,11	11,31	10,28	12,4	3,27	4,4	16,0
20,12	12,20	10,6	10,22	1,23	21,11	5,7	3,19	9,7	4,26	12,8	13,29	2,10	10,26	9,21	18,20	6,36	8,30	0,16	7,23	3,5	0,16
22,10	8,24	8,8	8,24	1,23	20,12	7,5	3,19	11,5	10,20	17,3	27,15	0,12	4,32	30,0	10,28	20,22	15,23	14,2	22,8	3,5	0,16
25,7	24,8	11,5	6,26	3,21	19,13	5,7	5,17	14,2	11,19	20,0	20,22	7,5	21,15	30,0	21,17	26,16	13,25	16,0	22,8	5,3	0,16
21,11	23,9	12,4	12,20	1,23	26,6	6,6	10,12	12,4	7,23	20,0	4,38	5,7	21,15	20,10	14,24	2,40	4,34	13,3	14,16	0,8	0,16
17,15	15,17	10,6	29,3	0,24	10,22	6,6	15,7	12,4	10,20	20,0	15,27	12,0	36,0	30,0	16,22	15,27	12,26	14,2	28,2	3,5	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	1,21	4,12	0,30	0,20	8,34	3,9	18,18	9,21	3,35	7,35	10,28	2,14	0,30	3,5	0,16
14,18	31,1	7,9	0,32	24,0	27,5	9,3	3,19	11,5	5,25	12,8	18,24	11,1	22,14	9,21	24,14	24,18	3,35	2,14	25,5	6,2	0,16
4,28	0,32	1,15	0,32	0,24	0,32	1,11	0,22	5,11	0,30	1,19	5,37	0,12	4,32	0,30	6,32	6,36	2,36	0,16	1,29	0,8	16,0
7,25	7,25	2,14	0,32	0,24	0,32	0,12	0,22	12,4	2,28	3,17	3,39	7,5	5,31	0,30	7,31	4,38	1,37	0,16	1,29	0,8	0,16
0,32	4,28	0,16	12,20	0,24	17,15	3,9	0,22	2,14	3,27	1,19	15,27	0,12	1,35	0,30	10,28	1,41	16,22	6,10	0,30	2,6	0,16
16,16	4,28	7,9	0,32	1,23	16,16	8,4	8,14	13,3	11,19	10,10	13,29	10,2	18,18	30,0	17,21	4,38	7,31	0,16	16,14	5,3	16,0
2,30	1,31	1,15	0,32	2,22	0,32	2,10	0,22	8,8	0,30	13,7	1,41	0,12	0,36	1,29	1,37	1,41	0,38	0,16	17,13	4,4	16,0
13,19	23,9	7,9	24,8	24,0	29,3	7,5	14,8	8,8	15,15	15,5	36,6	5,7	22,14	30,0	31,7	31,11	28,10	16,0	15,15	4,4	16,0
0,32	0,32	0,16	0,32	0,24	23,9	4,8	0,22	2,14	0,30	0,20	2,40	0,12	0,36	0,30	0,38	0,42	0,38	0,16	3,27	0,8	0,16
21,11	12,20	8,8	5,27	22,2	31,1	9,3	2,20	15,1	16,14	20,0	26,16	12,0	14,22	30,0	18,20	23,19	13,25	16,0	27,3	3,5	0,16
0,32	2,30	0,16	0,32	23,1	8,24	0,12	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
31,1	28,4	13,3	32,0	23,1	9,23	0,12	6,16	3,13	3,27	8,12	7,35	9,3	28,8	30,0	13,25	24,18	13,25	0,16	15,15	3,5	16,0
10,22	13,19	7,9	17,15	2,22	21,11	8,4	16,6	13,3	30,0	8,12	14,28	3,9	13,23	0,30	7,31	20,22	6,32	16,0	18,12	2,6	16,0
24,8	22,10	8,8	17,15	23,1	10,22	4,8	2,20	15,1	5,25	18,2	31,11	6,6	19,17	30,0	30,8	21,21	25,13	7,9	27,3	3,5	0,16
1,31	12,20	5,11	0,32	13,11	0,32	0,12	0,22	4,12	7,23	9,11	26,16	5,7	23,13	0,30	14,24	26,16	10,28	0,16	15,15	1,7	1,15
12,20	12,20	1,15	0,32	13,11	17,15	3,9	0,22	5,11	7,23	1,19	1,41	1,11	7,29	0,30	0,38	0,42	0,38	6,10	11,19	0,8	0,16
0,32	13,19	8,8	10,22	0,24	21,11	2,10	1,21	4,12	1,29	0,20	0,42	0,12	0,36	0,30	1,37	10,32	5,33	0,16	8,22	0,8	0,16
1,31	13,19	5,11	13,19	0,24	1,31	4,8	3,19	12,4	6,24	6,14	10,32	1,11	18,18	3,27	5,33	20,22	17,21	7,9	19,11	1,7	16,0
26,6	31,1	1,15	0,32	0,24	6,26	1,11	7,15	13,3	12,18	18,2	29,13	8,4	20,16	21,9	22,16	16,26	19,19	2,14	11,19	5,3	16,0
0,32	7,25	0,16	0,32	0,24	0,32	0,12	8,14	1,15	1,29	2,18	8,34	1,11	9,27	9,21	5,33	20,22	1,37	0,16	4,26	0,8	0,16
9,23	7,25	4,12	25,7	4,20	3,29	4,8	4,18	14,2	5,25	14,6	8,34	2,10	0,36	25,5	1,37	21,21	19,19	0,16	20,10	1,7	16,0
12,20	0,32	9,7	27,5	1,23	0,32	1,11	5,17	2,14	0,30	5,15	2,40	0,12	0,36	14,16	0,38	4,38	1,37	0,16	2,28	1,7	5,11
15,17	24,8	11,5	0,32	18,6	8,24	5,7	10,12	14,2	0,30	12,8	27,15	9,3	33,3	15,15	17,21	29,13	11,27	3,13	20,10	6,2	16,0
3,29	6,26	0,16	0,32	0,24	0,32	1,11	16,6	1,15	3,27	0,20	20,22	12,0	6,30	0,30	24,14	16,26	23,15	15,1	22,8	1,7	0,16
1,31	5,27	1,15	3,29	20,4	24,8	8,4	0,22	5,11	0,30	1,19	27,15	12,0	36,0	3,27	24,14	36,6	21,17	8,8	11,19	6,2	0,16
3,29	16,16	1,15	9,23	24,0	25,7	9,3	2,20	15,1	1,29	19,1	21,21	8,4	36,0	1,29	20,18	17,25	16,22	0,16	18,12	6,2	16,0
0,32	0,32	1,15	0,32	0,24	5,27	0,12	0,22	9,7	0,30	20,0	0,42	0,12	0,36	0,30	1,37	0,42	0,38	0,16	0,30	0,8	16,0
13,19	1,31	7,9	7,25	16,8	1,31	6,6	0,22	2,14	0,30	0,20	31,11	4,8	9,27	26,4	0,38	5,37	1,37	0,16	8,22	0,8	0,16
5,27	6,26	1,15	0,32	4,20	4,28	1,11	5,17	11,5	2,28	18,2	0,42	0,12	0,36	0,30	3,35	2,40	0,38	0,16	5,25	0,8	0,16
0,32	7,25	0,16	0,32	0,24	0,32	0,12	1,21	6,10	7,23	3,17	1,41	0,12	2,34	0,30	0,38	1,41	19,19	9,7	14,16	3,5	16,0
0,32	0,32	7,9	0,32	0,24	0,32	0,12	0,22	1,15	0,30	16,4	0,42	0,12	0,36	0,30	1,37	0,42	5,33	0,16	6,24	0,8	16,0
23,9	29,3	15,1	20,12	15,9	1,31	3,9	17,5	15,1	27,3	5,15	30,12	11,1	31,5	30,0	32,6	28,14	16,22	16,0	20,10	4,4	16,0
2,30	5,27	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	6,36	0,12	1,35	0,30	11,27	2,40	10,28	15,1	0,30	0,8	0,16
0,32	4,28	1,15	0,32	12,12	0,32	0,12	2,20	0,16	0,30	0,20	8,34	0,12	0,36	0,30	3,35	8,34	3,35	16,0	0,30	0,8	0,16
1,31	1,31	1,15	0,32	0,24	2,30	0,12	0,22	6,10	0,30	8,12	1,41	3,9	0,36	0,30	0,38	0,42	0,38	0,16	17,13	0,8	0,16
19,13	18,14	12,4	23,9	24,0	31,1	8,4	16,6	6,10	27,3	3,17	18,24	12,0	31,5	30,0	23,15	24,18	18,20	16,0	22,8	8,0	16,0
9,23	17,15	6,10	26,6	12,12	0,32	2,10	17,5	0,16	28,2	0,20	22,20	1,11	1,35	16,14	9,29	13,29	5,33	11,5	4,26	7,1	0,16
0,32	9,23	4,12	0,32	0,24	3,29	0,12	0,22	0,16	0,30	0,20	0,42	3,9	14,22	19,11	1,37	7,35	9,29	0,16	0,30	1,7	0,16
28,4	32,0	16,0	28,4	24,0	32,0	12,0	17,5	16,0	30,0	20,0	19,23	10,2	36,0	30,0	20,18	29,13	24,14	16,0	27,3	8,0	0,16
0,32	0,32	0,16	11,21	0,24	0,32	1,11	7,15	0,16	0,30	0,20	17,25	2,10	0,36	0,30	5,33	12,30	7,31	0,16	7,23	1,7	0,16
32,0	32,0	16,0	26,6	17,7	20,12	4,8	7,15	16,0	30,0	20,0	18,24	12,0	36,0	10,20	23,15	18,24	16,22	16,0	29,1	3,5	0,16
0,32	0,32	0,16	0,32	0,24	0,32	3,9	0,22	3,13	3,27	1,19	10,32	6,6	26,10	0,30	4,34	10,32	1,37	0,16	0,30	0,8	0,16
1,31	0,32	0,16	0,32	0,24	8,24	4,8	3,19	7,9	2,28	8,12	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	0,16
0,32	0,32	0,16	0,32	0,24	2,30	0,12	0,22	1,15	0,30	0,20	4,38	0,12	9,27	12,18	4,34	11,31	1,37	15,1	0,30	1,7	0,16
0,32	0,32	0,16	0,32	0,24	8,24	0,12	0,22	2,14	0,30	3,17	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
5,27	4,28	5,11	6,26	15,9	3,29	5,7	0,22	13,3	26,4	14,6	13,29	0,12	0,36	14,16	11,27	16,26	13,25	1,15	2,28	4,4	16,0
4,28	6,26	5,11	11,21	16,8	14,18	2,10	13,9	7,9	20,10	6,14	7,35	0,12	0,36	13,17	24,14	13,29	13,25	14,2	15,15	3,5	0,16
0,32	0,32	0,16	0,32	0,24	10,22	2,10	0,22	0,16	0,30	5,15	6,36	5,7	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	0,16
15,17	29,3	14,2	25,7	22,2	31,1	12,0	8,14	16,0	27,3	20,0	35,7	11,1	36,0	30,0	32,6	32,10	29,9	16,0	30,0	4,4	16,0
11,21	21,11	13,3	0,32	8,16	0,32	4,8	4,18	5,11	29,1	6,14	27,15	9,3	17,19	29,1	3,35	9,33	25,13	5,11	8,22	1,7	0,16
